Source MAC,Destination MAC,Protocol,Service,Source Address,Destination Address,Sequence Number,Acknowledgement Number,SYN Bit,ACK Bit,FIN Bit,Src Bytes,Duration
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6748154163360596
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6749422550201416
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6750881671905518
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6752085685729979
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6753556728363037
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6754961013793945
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6756227016448975
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6757676601409912
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.675891637802124
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6760046482086182
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6761109828948975
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6762068271636963
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6763010025024414
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6763954162597656
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6764886379241943
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6765844821929932
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6766796112060547
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6767759323120117
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6768696308135986
50:9A:4C:1E:05:BE,48:BA:4E:23:EE:49,1,66,10.3.2.222,10.3.3.63,n,n,n,n,n,0,0.6769626140594482
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,1.024122953414917
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,1.0250227451324463
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,2.048128843307495
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,2.0489425659179688
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,3.0719425678253174
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,3.073154926300049
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,4.0961217880249015
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,4.0969886779785165
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,5.120116233825684
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,5.121034860610962
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,6.143944263458253
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,6.1447386741638175
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,7.167990684509277
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,7.168782711029053
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,8.191965341567991
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,8.192771196365356
50:9A:4C:1E:09:A4,48:BA:4E:23:EE:49,1,66,10.3.2.221,10.3.3.63,n,n,n,n,n,0,9.215935707092283
48:BA:4E:23:EE:49,50:9A:4C:1E:09:A4,1,66,10.3.3.63,10.3.2.221,n,n,n,n,n,0,9.216754913330078
